story_id,feature_area,persona,user_story,frontend_steps,expected_persisted_result,permission_negative_path,test_requirements,priority,current_status,inventory_basis,source_reference,current_candidate_commit,planned_test_reference,current_execution_evidence,gap_or_blocker
US-SP-POL-016,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to resume a manually approved action.",As the requester/session owner trigger one otherwise-permitted gated fixture tool action; choose Allow once in that session; reload and inspect the result.,Only that exact already-permitted action resumes once and its final status is durable; manual acceptance cannot add capabilities or override a denial.,Another signed-in user cannot accept the owner-bound pending action; session/permanent/skip-all choices are refused; no one-shot action decision can add a grant or override an explicit denial.,REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:20 | test-kit/tests/e2e/full/realtime-voice.spec.ts:158,"PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-manualapprove parked action waits for real frontend once decision; Actual file action waits with no file effect; requester visible Allow once releases exact write and removes approval card. Separate administrator approval/reload/audit remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-ONCE governed native action waits for exact child approval while voice stays open; Mobile voice child tool remains effect-free while pending; exact child session and approval identifier reach the real Allow once endpoint, and only then does the file exist. Voice continues during review; original broad reload/replay variants remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-017,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to block a manually denied action.",As the requester/session owner trigger one otherwise-permitted gated fixture tool action; choose Deny; reload and retry the denied request.,The tool side effect remains absent; the decision is durable and cannot be reused for another action.,Another signed-in user cannot accept the owner-bound pending action; session/permanent/skip-all choices are refused; no one-shot action decision can add a grant or override an explicit denial.,REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:20 | test-kit/tests/e2e/full/realtime-voice.spec.ts:158,"PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-manualdeny parked action waits for real frontend deny decision; Actual file action waits with no effect; requester Deny prevents write and removes approval card. Separate approver and durable audit remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-DENY governed native action waits for exact child approval while voice stays open; Mobile voice Deny targets the exact child approval; task returns actual denied tool result, file stays absent and voice continues. Retry and changed-argument variants remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-018,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to automatically accept an allowed action.",Choose Automatic and a prompt explicitly allowing one fixture action; trigger it through the user UI.,The actual decision service records acceptance with policy revision/reason and the scoped action executes once.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:15 | test-kit/tests/e2e/full/realtime-voice.spec.ts:181,PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-autoapprove actual model decision allows actual tool effect; Actual engine uses deterministic AI classifier approve response and writes exact fixture bytes without human card. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-AUTOAPPROVE native tool effect follows the user's real AI review decision; Voice-dispatched real write follows deterministic automatic approve; exact file bytes and durable automatic decision/tool/policy revision are asserted. Admin audit-view interactions and real-model judgment remain separate. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).,"Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-019,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to automatically deny a forbidden action.",Choose Automatic and a prompt explicitly forbidding one fixture action; trigger it through UI.,Automatic denial is visible and audited; no provider/tool side effect executes.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:15 | test-kit/tests/e2e/full/realtime-voice.spec.ts:181,PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-autodeny actual model decision blocks actual tool effect; Actual engine uses deterministic AI classifier deny response; target file does not exist and no approval card is offered. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-AUTODENY native tool effect follows the user's real AI review decision; Voice-dispatched real write follows deterministic automatic deny; file stays absent and durable automatic decision/tool/policy revision are asserted. Admin audit-view interactions and real-model judgment remain separate. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).,"Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-020,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to distinguish policies between users.",Give Alice and Bob contradictory prompts for the same action; trigger in separate contexts.,Each outcome follows the correct user's current prompt and no decision cache crosses identities.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:15 | test-kit/tests/e2e/full/realtime-voice.spec.ts:181,PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-autoapprove actual model decision allows actual tool effect; Actual engine uses deterministic AI classifier approve response and writes exact fixture bytes without human card. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-autodeny actual model decision blocks actual tool effect; Actual engine uses deterministic AI classifier deny response; target file does not exist and no approval card is offered. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-AUTOAPPROVE native tool effect follows the user's real AI review decision; Voice-dispatched real write follows deterministic automatic approve; exact file bytes and durable automatic decision/tool/policy revision are asserted. Admin audit-view interactions and real-model judgment remain separate. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-AUTODENY native tool effect follows the user's real AI review decision; Voice-dispatched real write follows deterministic automatic deny; file stays absent and durable automatic decision/tool/policy revision are asserted. Admin audit-view interactions and real-model judgment remain separate. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).,"Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-021,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to handle ambiguous automatic decisions.",Choose Automatic; return an ambiguous/manual result from the decision fixture; as requester/session owner inspect and resolve the pending card.,Uncertain decisions park with no tool side effect until one-shot review by the owning identity; they never silently accept or expand access.,Another signed-in user cannot accept the owner-bound pending action; session/permanent/skip-all choices are refused; no one-shot action decision can add a grant or override an explicit denial.,REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:20,PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-automanual parked action waits for real frontend once decision; Deterministic ambiguous/manual classifier result parks action; visible Allow once resumes exact file write; unavailable/malformed responses remain distinct. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).,"Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-022,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to handle unavailable decision intelligence.",Make the automatic decision provider timeout/fail; trigger a gated action; restore service.,The action remains unapproved until a valid supported decision path completes; retry cannot duplicate side effects.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,NOT RUN,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-POL-023,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to reject malformed automatic responses.","Return invalid JSON, unknown decision labels, missing scope/revision and hostile markup from the decision fixture.",Invalid results do not authorize work; the UI shows recoverable failure and renders text safely.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,NOT RUN,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-POL-024,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to resist prompt injection in action content.",Set a restrictive administrator policy; submit a fixture action containing instructions to ignore policy or self-approve.,Untrusted action content cannot replace administrator policy or override explicit denials.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,NOT RUN,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-POL-025,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to enforce policy during delegated execution.",Allow a parent task but deny a child tool/resource; request two real engine children.,Each child retains caller policy and immutable bot ceiling; the forbidden child action never executes.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/realtime-voice.spec.ts:330,"PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-CONTINUATION original signed SSO restriction survives actual child completion and parent wakeup; Two actual children finish; parent wakeup preserves original signed SSO group/profile and file-denied glob, so its subsequent write is blocked with no file. This does not assert every child-denied capability or policy-change timing variant. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).",Actual two-child completion and original SSO denied-glob enforcement after parent continuation are covered in VOICE-024. Additional denied child action and mid-flight changed-policy variants in this story remain.
US-SP-POL-026,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to recheck policy before approved execution.",Approve an action; change/revoke policy before its queued execution begins; release the fixture runner.,Execution rechecks current authorization and stale approval cannot bypass the new restriction.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/workspace-governance.spec.ts:54,PASS subset [20260909-080212-676633000]: US-SP-WS-RUNTIME revoking workspace member while real write awaits approval blocks engine effect after Allow once; Real engine write parks on human approval; administrator revokes workspace membership; requester Allow once produces an exact denied tool result and no file effect; the subsequent model call is also denied. Persisted transcript and retained direct file403 confirm current membership enforcement. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).,"Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
US-SP-POL-027,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to switch approval mode with pending requests.",Create a pending manual request; change user to automatic and back; inspect/resolve pending work.,The product's explicit migration rule is shown; existing requests cannot be silently double-decided or auto-executed.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,NOT RUN,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-POL-028,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to bind an approval to the exact request.",Approve one request; change target/arguments or replay its identifier for a different action.,Scope/identity/revision binding prevents a decision from authorizing changed work.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,NOT RUN,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-POL-029,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to audit automated acceptance and denial.",Run accepted/denied/manual/uncertain fixtures; open requester status and admin audit.,"Events identify actual actor/decision source, policy revision, target, outcome and readable reason without secrets.","An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-runtime.spec.ts:15 | test-kit/tests/e2e/full/governance-runtime.spec.ts:20 | test-kit/tests/e2e/full/realtime-voice.spec.ts:181,"PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-autoapprove actual model decision allows actual tool effect; Durable action_approval event asserts the actual decision/source/tool/session, hashed actor, operation ID, policy revision and readable reason. Admin audit filtering and requester status UI remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-autodeny actual model decision blocks actual tool effect; Durable action_approval event asserts the actual decision/source/tool/session, hashed actor, operation ID, policy revision and readable reason. Admin audit filtering and requester status UI remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-manualapprove parked action waits for real frontend once decision; Durable action_approval event asserts the actual decision/source/tool/session, hashed actor, operation ID, policy revision and readable reason. Admin audit filtering and requester status UI remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-manualdeny parked action waits for real frontend deny decision; Durable action_approval event asserts the actual decision/source/tool/session, hashed actor, operation ID, policy revision and readable reason. Admin audit filtering and requester status UI remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-POL-RUNTIME-automanual parked action waits for real frontend once decision; Durable action_approval event asserts the actual decision/source/tool/session, hashed actor, operation ID, policy revision and readable reason. Admin audit filtering and requester status UI remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-AUTOAPPROVE native tool effect follows the user's real AI review decision; Voice-dispatched real write follows deterministic automatic approve; exact file bytes and durable automatic decision/tool/policy revision are asserted. Admin audit-view interactions and real-model judgment remain separate. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID). | PASS subset [20260909-080212-676633000]: US-SP-VOICE-REALTIME-AUTODENY native tool effect follows the user's real AI review decision; Voice-dispatched real write follows deterministic automatic deny; file stays absent and durable automatic decision/tool/policy revision are asserted. Admin audit-view interactions and real-model judgment remain separate. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).","Durable automatic/manual decision events are asserted, but actual requester status plus administrator audit view/filter/privacy interactions remain."
US-SP-POL-030,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to keep policy prompts separate from user data.","Store distinct user prompts and private markers; inspect another user, shared bot and model request fixtures.",Only the decision service receives authorized policy context; one user's prompt/private data does not leak to another.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,NOT RUN,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,NOT YET MAPPED TO EXECUTED FRONTEND CASE,NONE: no semantically matching actual frontend assertion found in current isolated run reports.,"LOCALLY MISSING: verify current exposure/contract and implement the stated real-browser workflow, fixture and negative path. Historical provenance alone does not establish current availability."
US-SP-POL-031,"Requested RBAC, whitelist/blacklist and automatic approval",governance administrator configuring a user,"As a governance administrator configuring a user, I want to show an effective-policy explanation.","Configure inheritance, mode and deny conflicts; open user effective access and denied-action explanation.",The UI explains decisive role/mode/allow/deny/approval conditions in user language and matches actual enforcement.,"An unprivileged user or model-generated request cannot alter its role/mode/prompt, override explicit denial, self-elevate or manufacture approval.",REAL_BROWSER; POLICY_FIXTURES; RELOAD; AUDIT_READBACK; NEGATIVE_SERVER,P0,PARTIAL,REQUESTED_NEW_BEHAVIOR,User request dated 2026-09-08; current implementation contract must be reconciled before execution,WebUI HEAD 451acb916a33d9267713eaf57aba7f93e462993c; engine HEAD 97fbbecd35984d5e28a3482d60a1165121333fc9. Exact tested file fingerprints: evidence/source-provenance.json. Frozen run 20260909-080212-676633000; commits and content fingerprints are distinct provenance. Any explicitly permitted post-run operator additions are recorded separately as post_run_operator_scripts and are not browser-tested source.,test-kit/tests/e2e/full/governance-policy.spec.ts:50,PASS subset [20260909-080212-676633000]: US-SP-GOV-PREVIEW real preview button shows chosen user and effective grants; Preview button renders chosen email and assigned role; exact decision reasons across all dimensions remain. Frozen source: True; current spec: True; all tested source files unchanged: True. Any permitted new operator scripts have separate provenance and no browser certification. Delivered report: evidence/executed-scenarios.csv (match test title and run ID).,"Remaining listed policy precedence/runtime variants, revision and actor audit evidence, plus applicable self-elevation, exact-scope and denied-dispatch probes."
